title,price(tk),special_price(tk),emi,reviews,product_id,ram,storage,generation,graphics_memory,processor_type,display_size(inch)
Microsoft Surface Pro 8 Intel Core i5 13 Inch Platinum Laptop # 8PQ-00001,"138,880","129,000","Monthly EMI Tk 11,573", 2 reviews ,33.03.191.254,8GB,256GB SSD,11th (Intel),Shared,Core i5,13
Microsoft Surface Pro 8 Intel Core i5 1135G7 13 Inch Pixelsense Flow Multi Touch Detachable Display Graphite Laptop #8PQ-00027 / 8PQ-00028 / 8PQ-00017 / DR1-00003 / DR1-00005,"138,880","129,000","Monthly EMI Tk 11,573", 1 reviews ,33.03.191.272,8GB,256GB SSD,11th (Intel),Shared,Core i5,13
Asus VivoBook S 16X M5602RA AMD Ryzen 7 6800H 16 Inch Display Midnight Black Laptop #M5602RA-L2028W,"159,500","149,000","Monthly EMI Tk 13,292", 12 reviews ,33.01.006.1641,16GB,512GB SSD,Not Applicable,Shared,Ryzen 7,16
Asus VivoBook 15 K513EQ Intel Core i7 1165G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1598W-K513EQ,"126,950","119,000","Monthly EMI Tk 10,579", 1 reviews ,33.01.006.1576,8GB,512GB SSD,11th (Intel),2GB,Core i7,15.6
Asus VivoBook S15 S513EQ Intel 1165G7 15.6 Inch FHD OLED Display Indie Black Laptop #L1732W/L1660W-S513EQ,"126,950","119,000","Monthly EMI Tk 10,579", 1 reviews ,33.01.006.1539,8GB,512GB SSD,11th (Intel),2GB,Core i7,15.6
Asus ZenBook 14X OLED UX5401EA Intel Core i5 1135G7 14 Inch 2.8K OLED WQHD Touch Display Pine Grey Laptop #KN146W-UX5401EA,"126,950","119,000","Monthly EMI Tk 10,579", 1 reviews ,33.03.006.1585,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo IdeaPad Slim 5i Pro 16ITL-6 Intel Core i5 11300H 16 Inch 2.5K WQXGA IPS Display Storm Grey Laptop #82L9009YIN-3Y,"130,200","121,000","Monthly EMI Tk 10,850", 1 reviews ,33.01.200.1004,16GB,512GB SSD,11th (Intel),2GB,Core i5,16
Asus VivoBook S 16X S5602ZA Intel Core i5 12500H 16 Inch WQXGA Display Sandy Grey Laptop #KV099W-S5602ZA,"138,880","130,000","Monthly EMI Tk 11,573", 1 reviews ,33.01.006.1601,16GB,512GB SSD,12th (Intel),Shared,Core i5,16
Microsoft Surface Pro 8 Intel Core i5 1135G7 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop #IUS-00001,"149,730","139,000","Monthly EMI Tk 12,478",,33.03.191.319,8GB,256GB SSD,11th (Intel),Shared,Core i5,13
MSI GF63 Thin 11UC Intel Core i5 11400H 15.6 Inch FHD Display 8GB RAM Black Gaming Laptop #9S7-16R612-025 / 9S7-16R612-688,"128,030","118,500","Monthly EMI Tk 10,669", 1 reviews ,33.02.033.1193,8GB,512GB SSD,11th (Intel),4GB,Core i5,15.6
Asus ZenBook 14 UM425UA AMD Ryzen 7 5700U 14 Inch FHD WV Display Pine Grey Laptop #KI321W/KI241W-UM425UA,"121,520","113,000","Monthly EMI Tk 10,127", 2 reviews ,33.03.006.1578,16GB,512GB SSD,Not Applicable,Shared,Ryzen 7,14
Asus VivoBook 14 K413EQ Intel 1165G7 14 Inch FHD WV Display Hearty Gold Laptop #AM565W-K413EQ,"122,610","115,000","Monthly EMI Tk 10,218", 1 reviews ,33.01.006.1556,16GB,512GB SSD,11th (Intel),2GB,Core i7,14
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD WV Display Hearty Gold Laptop #BN723W-K513EQ,"121,520","113,000","Monthly EMI Tk 10,127", 12 reviews ,33.01.006.1666,8GB,512GB,11th (Intel),2GB,Core i5,15.6
Asus VivoBook Pro 15 K3500PA 11th Gen Intel Core i7 11370H 15.6 Inch FHD Display Quiet Blue Laptop #KJ137T-K3500PA,"122,610","115,000","Monthly EMI Tk 10,218", 1 reviews ,33.01.006.1415,8GB,512GB SSD,11th (Intel),Shared,Core i7,15.6
Acer Aspire 7 A715-51G-53AY Intel Core i5 1240P 15.6 Inch FHD Display Charcoal Black Gaming Laptop #NH.QGCSI.001,"120,440","112,000","Monthly EMI Tk 10,037",,33.02.002.974,8GB,512GB SSD,12th (Intel),4GB,Core i5,15.6
Asus VivoBook 15 X513EP Intel Core i7 1165G7 15.6 Inch FHD WV Display Bespoke Black Laptop #BQ896W-X513EP,"119,350","112,000","Monthly EMI Tk 9,946", 14 reviews ,33.01.006.1664,8GB,256GB SSD,11th (Intel),2GB,Core i7,15.6
Dell Inspiron 13 5310 Intel Core i7 11370H 13.3 Inch QHD+ Display Silver Laptop #MOONN513TGL22012000-2Y,"118,270","109,900","Monthly EMI Tk 9,856", 1 reviews ,33.01.013.1538,8GB,512GB SSD,11th (Intel),Shared,Core i7,13.3
Asus VivoBook 15 X513EP Intel Core i7 1165G7 15.6 Inch FHD WV Display Cobalt Blue Laptop #BQ897W-X513EP,"120,440","112,000","Monthly EMI Tk 10,037", 12 reviews ,33.01.006.1665,8GB,512GB SSD,11th (Intel),2GB,Core i7,15.6
Gigabyte Gaming G5 GD Intel Core i5 11400H 15.6 Inch FHD IPS AntiGlare Display Matte Black Gaming Laptop,"119,350","110,500","Monthly EMI Tk 9,946", 3 reviews ,33.02.018.76,16GB,512GB SSD,11th (Intel),4GB,Core i5,15.6
HP ProBook 440 G8 Intel 1165G7 512GB SSD 14 Inch FHD Display Silver Laptop #464N2AV / 2Q531AV-3Y,"117,180","109,000","Monthly EMI Tk 9,765", 1 reviews ,33.01.020.1450,8GB,512GB SSD,11th (Intel),Shared,Core i7,14
Asus VivoBook Pro 15 K3500PH Intel Core i5 11300H 15.6 Inch FHD Display Quiet Blue Laptop #KJ242W-K3500PH,"126,950","119,000","Monthly EMI Tk 10,579",,33.01.006.1607,16GB,512GB SSD,11th (Intel),4GB,Core i5,15.6
Asus ZenBook 14 UX425EA Intel Core i5 1135G7 14 Inch FHD WV Display Pine Grey Laptop #KI355W-UX425EA,"116,100","109,000","Monthly EMI Tk 9,675", 1 reviews ,33.03.006.1604,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Asus VivoBook 14 K413EQ Intel 1165G7 14 Inch FHD WV Display Indie Black Laptop #AM566W-K413EQ,"122,610","115,000","Monthly EMI Tk 10,218", 1 reviews ,33.01.006.1557,16GB,512GB SSD,11th (Intel),2GB,Core i7,14
Microsoft Surface Laptop 4 AMD Ryzen 5 4680U 13.5 Inch Pixelsense Multi Touch Display Platinum Alcantara Surface Laptop #5M8-00022,"113,930","107,000","Monthly EMI Tk 9,494",,33.03.191.317,8GB,128GB SSD,Not Applicable,Shared,Ryzen 5,13.5
Asus VivoBook S15 S513EQ Intel 1135G7 15.6 Inch FHD OLED Indie Black Laptop #L1734W/L1662W-S513EQ,"108,500","102,500","Monthly EMI Tk 9,042", 1 reviews ,33.01.006.1540,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Indie Black Laptop #L1724W-K513EQ,"110,670","103,000","Monthly EMI Tk 9,223", 13 reviews ,33.01.006.1663,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1667W-K513EQ,"110,670","103,000","Monthly EMI Tk 9,223", 13 reviews ,33.01.006.1662,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Indie Black Laptop #L1597W-K513EQ,"110,670","103,000","Monthly EMI Tk 9,223", 1 reviews ,33.01.006.1573,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1596W-K513EQ,"109,590","103,000","Monthly EMI Tk 9,133", 1 reviews ,33.01.006.1574,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1434T-K513EQ,"109,590","103,000","Monthly EMI Tk 9,133", 1 reviews ,33.01.006.1496,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Lenovo IdeaPad Gaming 3i 15IHU Intel Core i5 11300H 15.6 Inch FHD IPS Display Shadow Black Gaming Laptop #82K100PTIN-3Y,"117,180","108,000","Monthly EMI Tk 9,765", 1 reviews ,33.02.200.999,8GB,512GB SSD,11th (Intel),4GB,Core i5,15.6
Asus VivoBook S15 S513EQ Intel 1135G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1661W-S513EQ,"109,040","102,500","Monthly EMI Tk 9,087", 1 reviews ,33.01.006.1537,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Dell Inspiron 15 5510 Intel Core i7 11370H 15.6 Inch FHD Display Silver Laptop #CYBORGN515TGL22014110-2Y,"108,500","101,000","Monthly EMI Tk 9,042", 1 reviews ,33.01.013.1558,8GB,512GB SSD,11th (Intel),Shared,Core i7,15.6
Asus VivoBook 14X X1403ZA 12th Gen Intel Core i5 12500H 14 Inch Display Quiet Blue Laptop #X1403ZA-KM043W,"108,500","102,000","Monthly EMI Tk 9,042", 12 reviews ,33.01.006.1645,8GB,512GB SSD,12th (Intel),Shared,Core i5,14
Huawei MateBook D 16 Intel Core i5 12450H 16 Inch FHD+ Display Silver Laptop,"106,870","99,000","Monthly EMI Tk 8,906",,33.03.487.10,16GB,512GB SSD,12th (Intel),Shared,Core i5,16
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD LED Display Hearty Gold Laptop #BN429T-K513EQ,"100,910","94,500","Monthly EMI Tk 8,409", 1 reviews ,33.01.006.1448,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Dell Inspiron 15 3511 Intel Core i7 1165G7 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,"107,960","99,900","Monthly EMI Tk 8,997",,33.01.013.1636,8GB,512GB SSD,11th (Intel),2GB,Core i7,15.6
Asus VivoBook S15 S513EA Intel Core i5 1135G7 15.6 Inch FHD OLED Display Indie Black Laptop #L13074W-S513EA,"104,160","98,000","Monthly EMI Tk 8,680", 1 reviews ,33.01.006.1567,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Acer Aspire 7 A715-51G-527C Intel Core i5 1240P 15.6 Inch FHD Display Charcoal Black Gaming Laptop #NH.QGBSI.003,"105,790","98,000","Monthly EMI Tk 8,816",,33.02.002.973,8GB,512GB SSD,12th (Intel),4GB,Core i5,15.6
Lenovo ThinkBook 14 G2 ITL Intel Core i7 1165G7 14 Inch FHD Display Mineral Grey Laptop #20VD01ALIN-3Y,"107,420","99,500","Monthly EMI Tk 8,952", 1 reviews ,33.01.200.996,16GB,512GB SSD,11th (Intel),Shared,Core i7,14
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD WV Display Indie Black Laptop #BN592W/BN721W-K513EQ,"100,910","94,500","Monthly EMI Tk 8,409", 1 reviews ,33.01.006.1571,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook S15 S513EQ 11th Gen Intel Core i5 1135G7 15.6 Inch FHD OLED Display Gold Laptop #L1733W-S513EQ,"107,960","100,000","Monthly EMI Tk 8,997", 1 reviews ,33.01.006.1559,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD WV Display Transparent Silver Laptop #BN593W/BN722W-K513EQ,"100,910","94,500","Monthly EMI Tk 8,409", 1 reviews ,33.01.006.1572,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
HP Pavilion X360 Convertible 14-dy1290TU Intel1155G7 14 Inch FHD Display Silver Laptop #572V5PA-3Y,"99,820","93,000","Monthly EMI Tk 8,318", 1 reviews ,33.03.020.1442,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
HP 15s-fq4456TU Intel Core i7 1195G7 15.6 Inch FHD IPS Display Silver Laptop #5B7U6PA-2Y,"98,740","92,000","Monthly EMI Tk 8,228", 3 reviews ,33.01.020.1385,8GB,512GB SSD,11th (Intel),Shared,Core i7,15.6
Lenovo IdeaPad Slim 5 Pro 14ACN6 AMD Ryzen 5 5600U 14 Inch 2.2K IPS Antiglare Display Storm Grey Laptop #82L700B1IN-2Y,"99,820","93,000","Monthly EMI Tk 8,318", 1 reviews ,33.01.200.976,16GB,512GB SSD,Not Applicable,Shared,Ryzen 5,14
Lenovo ThinkBook 15 G2 ITL Intel Core i5 1135G7 15.6 Inch FHD Display Mineral Grey Laptop #20VE015VIN-3Y,"97,650","90,900","Monthly EMI Tk 8,138",,33.01.200.1039,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Asus VivoBook 15 X1502ZA Intel Core i5 1240P 15.6 Inch FHD LED Display Icelight Silver Laptop #X1502ZA-BQ331W,"93,310","88,000","Monthly EMI Tk 7,776", 12 reviews ,33.01.006.1652,8GB,512GB SSD,12th (Intel),Shared,Core i5,15.6
Asus VivoBook 14 X1402ZA Intel Core i5 1240P 14 Inch FHD WV Display Terra Cotta Laptop #X1402ZA-EB115W,"93,310","88,000","Monthly EMI Tk 7,776", 12 reviews ,33.01.006.1647,8GB,512GB SSD,12th (Intel),Shared,Core i5,14
HP ProBook 440 G8 11th Gen Intel Core i5 1135G7 14 Inch FHD Display Silver Laptop #61G03AV-3Y,"93,310","87,000","Monthly EMI Tk 7,776", 1 reviews ,33.01.020.1455,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Asus VivoBook 14 X1402ZA Intel Core i5 1240P 14 Inch FHD LED Display Quiet Blue Laptop #X1402ZA-EB074W,"93,310","88,000","Monthly EMI Tk 7,776", 12 reviews ,33.01.006.1651,8GB,512GB SSD,12th (Intel),Shared,Core i5,14
Asus VivoBook 15 X1502ZA 12th Gen Intel Core i5 1240P 15.6 Inch FHD LED Display Quiet Blue Laptop #X1502ZA-BQ201W,"93,310","88,000","Monthly EMI Tk 7,776", 15 reviews ,33.01.006.1648,8GB,512GB SSD,12th (Intel),Shared,Core i5,15.6
Dell Latitude 14-3420 Intel Core i5 1135G7 14 Inch FHD Display Black Laptop,"93,310","87,000","Monthly EMI Tk 7,776", 1 reviews ,33.01.013.1523,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Dell Inspiron 15 5510 Intel Core i5 11300H 15.6 Inch FHD Display Mist Blue Laptop #CYBORGN515TGL22016005-2Y,"93,310","86,500","Monthly EMI Tk 7,776", 1 reviews ,33.01.013.1557,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Dell Vostro 15 3510 Intel Core i5 1135G7 15.6 Inch FHD Display Grey Laptop #WARLOCKV15TGL22058064-3Y,"93,310","86,900","Monthly EMI Tk 7,776", 1 reviews ,33.01.013.1603,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Dell Inspiron 15 5510 Intel Core i5 11300H 15.6 Inch FHD Display Silver Laptop #CYBORGN515TGL22016005-2Y,"93,310","86,500","Monthly EMI Tk 7,776", 1 reviews ,33.01.013.1556,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Dell Inspiron 15 5510 11th Gen Intel Core i5 11320H 15.6 Inch FHD Display Platinum Silver  Laptop #CYBORGN515TGL22016005C,"92,230","86,000","Monthly EMI Tk 7,686",,33.01.013.1551,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Dell Vostro 14 3400 11th Gen Intel Core i7 1165G7 14 Inch FHD Display Black Laptop,"90,060","84,000","Monthly EMI Tk 7,505", 12 reviews ,33.01.013.1640,8GB,512GB SSD,11th (Intel),2GB,Core i7,14
Dell Inspiron 15 3525 AMD Ryzen 7 5825U 15.6 Inch FHD Display Platinum Silver Laptop #WARMLKN315AMD2301106-2Y,"92,230","86,000","Monthly EMI Tk 7,686",,33.01.013.1633,8GB,512GB SSD,Not Applicable,Shared,Ryzen 7,15.6
Asus VivoBook 14 K413EA Intel Core i5 1135G7 14 Inch FHD WV Display Hearty Gold Laptop #AM2392W-K413EA,"90,600","84,000","Monthly EMI Tk 7,550", 1 reviews ,33.01.006.1552,16GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo K14 11th Gen Intel Core i5 1135G7 14 Inch FHD Display Black Laptop,"91,140","85,000","Monthly EMI Tk 7,595",,33.01.200.1033,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
MSI Modern 14 B5M AMD Ryzen 7 5700U 8GB RAM 14 Inch FHD IPS Display Carbon Gray Laptop #9S7-14DL24-246,"91,140","84,500","Monthly EMI Tk 7,595", 14 reviews ,33.01.033.1240,8GB,512GB SSD,Not Applicable,Shared,Ryzen 7,14
Acer TravelMate P214-53-72WA Intel Core i7 1165G7 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.00X,"91,680","84,900","Monthly EMI Tk 7,640",,33.01.002.966,8GB,512GB SSD,11th (Intel),Shared,Core i7,14
HP Pavilion 13-bb0787TU Intel Core i5 1135G7 FHD Display Ceramic White Laptop #536B3PA-3Y,"90,060","83,500","Monthly EMI Tk 7,505", 1 reviews ,33.01.020.1427,8GB,512GB SSD,11th (Intel),Shared,Core i5,13.3
Asus VivoBook 14 K413EA Intel 1135G7 14 Inch FHD WV Indie Black Laptop #AM2393W-K413EA,"90,600","84,000","Monthly EMI Tk 7,550", 1 reviews ,33.01.006.1553,16GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo ThinkBook 14 G2 ITL Intel Core i5 1135G7 14 Inch FHD Display Mineral Grey Laptop #20VD01A3IN-3Y,"90,060","83,500","Monthly EMI Tk 7,505", 1 reviews ,33.01.200.995,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo ThinkPad E14 Gen 2 Intel Core i5 1135G7 14 Inch FHD Display Black Laptop #20TBS2W100-3Y,"90,060","83,500","Monthly EMI Tk 7,505", 1 reviews ,33.01.200.974,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo IdeaPad Slim 5i 14ITL Intel Core i5 1135G7 14 Inch FHD IPS Antiglare Display Graphite Grey Laptop #82FE00UBIN-2Y,"90,060","83,500","Monthly EMI Tk 7,505", 1 reviews ,33.01.200.915,8GB,512GB SSD,11th (Intel),2GB,Core i5,14
Asus VivoBook S15 S513EA Intel Core i5 1135G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L13073W-S513EA,"88,970","83,000","Monthly EMI Tk 7,414", 1 reviews ,33.01.006.1566,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Dell Inspiron 15 3511 Intel Core i5 1135G7 8GB Ram 15.6 Inch FHD Display Platinum Silver Laptop,"88,970","83,000","Monthly EMI Tk 7,414", 1 reviews ,33.01.013.1619,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
MSI Modern 15 B12M Intel Core i5 1235U 15.6 Inch FHD IPS Display Classic Black Laptop #B12M-039BD-BB51235U8GXXDX11EM,"89,510","83,000","Monthly EMI Tk 7,459", 1 reviews ,33.01.033.1222,8GB,512GB SSD,12th (Intel),Shared,Core i5,15.6
Acer Aspire 7 A715-42G-R2NE AMD Ryzen 5 5500U 15.6 Inch FHD Display Charcoal Black Laptop #NH.QAYSI.004,"100,360","93,000","Monthly EMI Tk 8,363", 1 reviews ,33.01.002.961,8GB,512GB SSD,Not Applicable,4GB,Ryzen 5,15.6
Lenovo IdeaPad Slim 5i 15ITL Intel Core i5 1135G7 15.6 Inch FHD IPS Display Platinum Grey Laptop #82FG015FIN-2Y,"88,210","81,300","Monthly EMI Tk 7,351", 1 reviews ,33.01.200.916,8GB,1TB HDD+256GB SSD,11th (Intel),2GB,Core i5,15.6
HP Pavilion Aero 13-be0216AU AMD Ryzen 5 5600U 13.3 Inch 4K UHD Display Rose Gold Laptop #552J3PA-3Y,"91,140","85,000","Monthly EMI Tk 7,595", 1 reviews ,33.01.020.1440,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,13.3
HP 15s-eq2335AU AMD Ryzen 7 5700U 15.6 Inch FHD AntiGlare Display Spruce Blue Laptop #5B355PA-2Y,"85,170","79,500","Monthly EMI Tk 7,098", 1 reviews ,33.01.020.1403,8GB,512GB SSD,Not Applicable,Shared,Ryzen 7,15.6
Asus VivoBook 14 X1400EA Intel Core i5 14 Inch FHD Display Black Laptop #EB1568W-X1400EA,"84,090","78,500","Monthly EMI Tk 7,008",,33.01.006.1635,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Dell Vostro 14 3400 Intel Core i5 1135G7 8GB Ram 14 Inch FHD Display Black Laptop,"85,720","80,000","Monthly EMI Tk 7,143", 1 reviews ,33.01.013.1598,8GB,512GB SSD,11th (Intel),2GB,Core i5,14
Dell Inspiron 15 3520 Gen Intel Core i5 1235U 15.6 Inch FHD Display Platinum Silver Laptop #WARMLKN15ADL23051010PLASPP-2Y,"84,630","79,000","Monthly EMI Tk 7,053",,33.01.013.1627,8GB,512GB SSD,12th (Intel),Shared,Core i5,15.6
Dell Inspiron 15 3520 Intel Core i5 1235U 15.6 Inch FHD Display Carbon Black Laptop #WARMLKN15ADL23051010PLASPP-2Y,"84,630","79,000","Monthly EMI Tk 7,053",,33.01.013.1628,8GB,512GB SSD,12th (Intel),Shared,Core i5,15.6
Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i5 1135G7 15.6 Inch FHD Display Arctic Grey Laptop #82H801WJIN-3Y,"85,720","79,900","Monthly EMI Tk 7,143",,33.01.200.1035,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Asus VivoBook 15 X1500EA Intel Core i5 1135G7 15.6 Inch FHD WV Display Indie Black Laptop #BQ2463W-X1500EA,"84,090","78,500","Monthly EMI Tk 7,008",,33.01.006.1633,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
HP 14s-dq4458TU Intel Core i5 1155G7 14 Inch FHD Display Pale Gold Laptop #605T5PA-2Y,"83,550","78,000","Monthly EMI Tk 6,963", 1 reviews ,33.01.020.1389,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Asus X515EP Intel Core i5 1135G7 15.6 Inch FHD WV Display Slate Grey Laptop #BQ516W-X515EP,"81,380","77,500","Monthly EMI Tk 6,782", 1 reviews ,33.01.006.1564,4GB,256GB SSD,11th (Intel),2GB,Core i5,15.6
Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i5 1135G7 15.6 Inch FHD  Display Arctic Grey Laptop #82H801WJIN-2Y,"83,550","77,500","Monthly EMI Tk 6,963", 1 reviews ,33.01.200.970,8GB,512GB SSD,11th (Intel),2GB,Core i5,15.6
Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U 15.6 Inch FHD Display Arctic Grey Laptop #82KU01C0IN-3Y,"82,460","77,000","Monthly EMI Tk 6,872",,33.01.200.1025,8GB,512GB SSD,Not Applicable,Shared,Ryzen 7,15.6
HP Pavilion 15-eh1890AU AMD Ryzen 5 5500U 15.6 Inch FHD Display Silver Laptop #552K6PA-3Y,"83,550","77,500","Monthly EMI Tk 6,963", 1 reviews ,33.01.020.1380,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,15.6
Asus X515EA Intel 1135G7 15.6 Inch FHD WV Display Peacock Blue Laptop #BQ1367W/BQ2227W-X515EA,"82,460","76,500","Monthly EMI Tk 6,872", 1 reviews ,33.01.006.1533,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Huawei MateBook D 15 Intel Core i5 1135G7 15.6 Inch FHD Finger Print Sensor Silver Laptop,"81,920", ,"Monthly EMI Tk 6,827", 1 reviews ,33.03.487.04,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Huawei MateBook B3-520 Intel Core i5 1135G7 15.6 Inch FHD Display Space Gray Laptop #BDZ-WDH9A,"81,920", ,"Monthly EMI Tk 6,827",,33.03.487.09,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Huawei MateBook B3-420 Intel Core i5 14 Inch FHD Display Space Gray Laptop,"81,920", ,"Monthly EMI Tk 6,827",,33.03.487.07,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo IdeaPad 3 14ALC6 AMD Ryzen 7 5700U 14 Inch FHD Display Arctic Grey Laptop #82KT00QDIN-3Y,"81,920","76,000","Monthly EMI Tk 6,827",,33.01.200.1022,8GB,512GB SSD,Not Applicable,Shared,Ryzen 7,14
Asus VivoBook 15 X1500EA Intel Core i5 1135G7 1TB HDD 15.6 Inch FHD WV Display Indie Black Laptop #BQ2462W-X1500EA,"80,830","75,500","Monthly EMI Tk 6,736",,33.01.006.1634,8GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
HP 15s-du3039TX Intel Core i5 1135G7 15.6 Inch FHD Display Silver Laptop #2W2Z7PA-2Y,"84,090","78,000","Monthly EMI Tk 7,008", 2 reviews ,33.01.020.1443,8GB,1TB HDD,11th (Intel),2GB,Core i5,15.6
Realme Book i5 Intel Core i5 1135G7 14 Inch 2K IPS Display Grey Laptop,"79,210","74,000","Monthly EMI Tk 6,601", 1 reviews ,33.01.848.04,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Lenovo ThinkBook 14 G2 ITL Intel Core i3 1115G4 14 Inch FHD Display Mineral Grey Laptop #20VD01AKIN-3Y,"78,120","73,000","Monthly EMI Tk 6,510", 1 reviews ,33.01.200.994,8GB,512GB SSD,11th (Intel),Shared,Core i3,14
HP 14s-dq5445TU Intel Core i5 1235U 14 Inch FHD IPS Display Silver Laptop #681P1PA-2Y,"81,380","75,000","Monthly EMI Tk 6,782", 7 reviews ,33.01.020.1466,8GB,512GB SSD,12th (Intel),Shared,Core i5,14
Lenovo IdeaPad Slim 3i 15ITL Intel Core i5 1135G7 15.6 Inch FHD Display Arctic Grey Laptop #82H801WKIN-3Y,"80,290","75,000","Monthly EMI Tk 6,691",,33.01.200.1037,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
HP 15s-fq2643TU Intel Core i5 1135G7 15.6 Inch HD Display Silver Laptop #577Z6PA-2Y,"79,100","72,900","Monthly EMI Tk 6,592", 1 reviews ,33.01.020.1390,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Lenovo IdeaPad Slim 3i 15ITL Intel Core i5 1135G7 15.6 Inch FHD Display Arctic Grey Laptop #82H801WKIN-2Y,"77,040","71,500","Monthly EMI Tk 6,420", 1 reviews ,33.01.200.952,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
Acer Swift 3 SF314-42 AMD Ryzen 5 4500U 14 Inch FHD Display Silver Laptop,"77,580","72,000","Monthly EMI Tk 6,465", 3 reviews ,33.01.002.879,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,14
Realme Book i5 Intel Core i5 1135G7 14 Inch 2K IPS Display Green Laptop,"79,210","74,000","Monthly EMI Tk 6,601", 2 reviews ,33.01.848.03,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
HP 250 G8 Intel Core i5 1135G7 15.6 Inch FHD Display Ash Laptop #5C127PA-3Y,"77,040","71,500","Monthly EMI Tk 6,420", 2 reviews ,33.01.020.1461,8GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
Asus VivoBook S15 S513EA Intel Core i3 1115G4 15.6 Inch FHD OLED Display Indie Black Laptop #L13076W-S513EA,"74,870","71,000","Monthly EMI Tk 6,239", 1 reviews ,33.01.006.1569,8GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
